ids	Export_Decision	Economical_State	Profit
453	2	1	766000.0
454	0	0	2726000.0
455	1	2	1694500.0
456	1	1	900500.0
457	0	0	2726000.0
458	2	0	210000.0
459	2	2	1425000.0
460	1	2	1694500.0
461	2	0	210000.0
462	2	1	766000.0
463	1	0	2357000.0
464	0	1	-711000.0
465	2	1	766000.0
466	2	0	210000.0
467	2	2	1425000.0
468	2	0	210000.0
469	0	1	-711000.0
470	1	2	1694500.0
471	1	1	900500.0
472	1	0	2357000.0
473	2	1	766000.0
474	2	1	766000.0
475	2	1	766000.0
476	1	0	2357000.0
477	2	1	766000.0
478	1	2	1694500.0
479	0	1	-711000.0
480	2	2	1425000.0
481	0	0	2726000.0
482	1	1	900500.0
483	1	0	2357000.0
484	1	0	2357000.0
485	1	0	2357000.0
486	2	2	1425000.0
487	2	2	1425000.0
488	1	1	900500.0
489	1	1	900500.0
490	2	0	210000.0
491	2	0	210000.0
492	1	2	1694500.0
493	2	0	210000.0
494	1	2	1694500.0
495	2	1	766000.0
496	2	0	210000.0
497	0	1	-711000.0
498	0	1	-711000.0
499	2	0	210000.0
500	2	0	210000.0
501	0	1	-711000.0
502	1	1	900500.0
503	2	1	766000.0
504	1	2	1694500.0
505	0	2	1870000.0
506	2	2	1425000.0
507	1	0	2357000.0
508	0	1	-711000.0
509	1	2	1694500.0
510	1	0	2357000.0
511	2	0	210000.0
512	2	0	210000.0
513	1	0	2357000.0
514	0	0	2726000.0
515	0	2	1870000.0
516	2	1	766000.0
517	1	1	900500.0
518	1	2	1694500.0
519	2	2	1425000.0
520	0	2	1870000.0
521	0	2	1870000.0
522	0	2	1870000.0
523	2	0	210000.0
524	1	0	2357000.0
525	1	0	2357000.0
526	0	2	1870000.0
527	1	0	2357000.0
528	2	1	766000.0
529	2	2	1425000.0
530	1	1	900500.0
531	2	2	1425000.0
532	2	0	210000.0
533	0	0	2726000.0
534	1	1	900500.0
535	0	1	-711000.0
536	1	1	900500.0
537	1	2	1694500.0
538	0	1	-711000.0
539	0	2	1870000.0
540	1	0	2357000.0
541	1	2	1694500.0
542	2	2	1425000.0
543	2	0	210000.0
544	1	0	2357000.0
545	0	2	1870000.0
546	2	0	210000.0
547	0	2	1870000.0
548	2	0	210000.0
549	2	1	766000.0
550	0	0	2726000.0
551	0	2	1870000.0
552	0	0	2726000.0
553	0	2	1870000.0
554	0	1	-711000.0
555	0	0	2726000.0
556	1	1	900500.0
557	2	1	766000.0
558	1	2	1694500.0
559	1	1	900500.0
560	2	0	210000.0
561	1	0	2357000.0
562	1	0	2357000.0
563	1	0	2357000.0
564	2	0	210000.0
565	0	0	2726000.0
566	1	1	900500.0
567	1	1	900500.0
568	1	1	900500.0
569	2	1	766000.0
570	0	2	1870000.0
571	1	0	2357000.0
572	1	0	2357000.0
573	1	2	1694500.0
574	1	1	900500.0
575	0	0	2726000.0
576	1	2	1694500.0
577	2	0	210000.0
578	1	1	900500.0
579	1	0	2357000.0
580	2	1	766000.0
581	2	0	210000.0
582	0	0	2726000.0
583	1	2	1694500.0
584	1	0	2357000.0
585	2	0	210000.0
586	1	0	2357000.0
587	2	1	766000.0
588	0	0	2726000.0
589	2	2	1425000.0
590	0	2	1870000.0
591	2	1	766000.0
592	2	2	1425000.0
593	1	0	2357000.0
594	0	0	2726000.0
595	2	1	766000.0
596	2	0	210000.0
597	2	1	766000.0
598	1	0	2357000.0
599	2	1	766000.0
600	1	0	2357000.0
601	0	1	-711000.0
602	0	0	2726000.0
603	1	2	1694500.0
604	1	0	2357000.0
605	0	0	2726000.0
606	2	2	1425000.0
607	0	2	1870000.0
608	0	0	2726000.0
609	2	0	210000.0
610	2	0	210000.0
611	2	1	766000.0
612	2	0	210000.0
613	1	0	2357000.0
614	0	0	2726000.0
615	2	0	210000.0
616	0	1	-711000.0
617	1	0	2357000.0
618	2	0	210000.0
619	2	2	1425000.0
620	0	2	1870000.0
621	0	1	-711000.0
622	2	2	1425000.0
623	1	2	1694500.0
624	0	0	2726000.0
625	0	0	2726000.0
626	2	2	1425000.0
627	1	0	2357000.0
628	2	1	766000.0
629	2	0	210000.0
630	2	2	1425000.0
631	2	1	766000.0
632	1	0	2357000.0
633	0	2	1870000.0
634	0	0	2726000.0
635	1	2	1694500.0
636	2	2	1425000.0
637	0	0	2726000.0
638	0	1	-711000.0
639	1	2	1694500.0
640	2	0	210000.0
641	0	0	2726000.0
642	0	0	2726000.0
643	0	1	-711000.0
644	2	0	210000.0
645	1	1	900500.0
646	0	0	2726000.0
647	0	0	2726000.0
648	1	0	2357000.0
649	0	1	-711000.0
650	0	0	2726000.0
651	1	0	2357000.0
652	1	1	900500.0
653	1	1	900500.0
654	0	2	1870000.0
655	2	0	210000.0
656	1	1	900500.0
657	2	0	210000.0
658	0	1	-711000.0
659	0	2	1870000.0
660	2	2	1425000.0
661	2	1	766000.0
662	1	1	900500.0
663	0	2	1870000.0
664	0	1	-711000.0
665	2	0	210000.0
666	1	0	2357000.0
667	1	2	1694500.0
668	1	2	1694500.0
669	0	0	2726000.0
670	2	1	766000.0
671	1	0	2357000.0
672	1	0	2357000.0
673	2	2	1425000.0
674	2	2	1425000.0
675	0	0	2726000.0
676	0	1	-711000.0
677	0	2	1870000.0
678	1	2	1694500.0
679	2	0	210000.0
680	1	1	900500.0
681	2	1	766000.0
682	0	1	-711000.0
683	1	2	1694500.0
684	2	1	766000.0
685	1	1	900500.0
686	2	1	766000.0
687	0	0	2726000.0
688	0	0	2726000.0
689	1	2	1694500.0
690	2	1	766000.0
691	2	0	210000.0
692	2	0	210000.0
693	1	2	1694500.0
694	2	2	1425000.0
695	0	2	1870000.0
696	2	0	210000.0
697	0	0	2726000.0
698	0	2	1870000.0
699	0	0	2726000.0
700	1	0	2357000.0
701	1	1	900500.0
702	1	0	2357000.0
703	0	0	2726000.0
704	1	0	2357000.0
705	0	1	-711000.0
706	0	2	1870000.0
707	0	1	-711000.0
708	1	1	900500.0
709	1	0	2357000.0
710	2	2	1425000.0
711	2	0	210000.0
712	0	2	1870000.0
713	1	2	1694500.0
714	2	0	210000.0
715	0	1	-711000.0
716	2	0	210000.0
717	0	2	1870000.0
718	1	1	900500.0
719	1	1	900500.0
720	1	2	1694500.0
721	0	0	2726000.0
722	0	1	-711000.0
723	1	0	2357000.0
724	0	2	1870000.0
725	2	1	766000.0
726	0	2	1870000.0
727	2	1	766000.0
728	0	1	-711000.0
729	2	0	210000.0
730	2	1	766000.0
731	2	1	766000.0
732	0	1	-711000.0
733	1	2	1694500.0
734	2	0	210000.0
735	0	1	-711000.0
736	0	2	1870000.0
737	1	2	1694500.0
738	2	2	1425000.0
739	2	2	1425000.0
740	0	1	-711000.0
741	1	2	1694500.0
742	2	1	766000.0
743	2	2	1425000.0
744	2	0	210000.0
745	1	1	900500.0
746	1	1	900500.0
747	1	1	900500.0
748	0	1	-711000.0
749	1	0	2357000.0
750	0	0	2726000.0
751	2	0	210000.0
752	2	0	210000.0
753	0	0	2726000.0
754	1	1	900500.0
755	0	1	-711000.0
756	0	0	2726000.0
757	2	1	766000.0
758	2	0	210000.0
759	2	1	766000.0
760	1	2	1694500.0
761	0	0	2726000.0
762	2	0	210000.0
763	2	1	766000.0
764	2	2	1425000.0
765	0	0	2726000.0
766	0	2	1870000.0
767	0	2	1870000.0
768	1	2	1694500.0
769	1	2	1694500.0
770	1	0	2357000.0
771	2	0	210000.0
772	1	0	2357000.0
773	1	0	2357000.0
774	1	2	1694500.0
775	2	2	1425000.0
776	1	1	900500.0
777	2	2	1425000.0
778	1	2	1694500.0
779	0	2	1870000.0
780	1	2	1694500.0
781	1	2	1694500.0
782	0	0	2726000.0
783	1	2	1694500.0
784	2	2	1425000.0
785	0	0	2726000.0
786	0	2	1870000.0
787	1	1	900500.0
788	0	2	1870000.0
789	0	0	2726000.0
790	0	2	1870000.0
791	2	1	766000.0
792	1	0	2357000.0
793	0	1	-711000.0
794	2	0	210000.0
795	2	1	766000.0
796	0	0	2726000.0
797	0	0	2726000.0
798	1	0	2357000.0
799	1	0	2357000.0
800	2	0	210000.0
801	1	0	2357000.0
802	0	0	2726000.0
803	1	0	2357000.0
804	2	0	210000.0
805	2	1	766000.0
806	0	2	1870000.0
807	0	0	2726000.0
808	1	0	2357000.0
809	2	0	210000.0
810	0	2	1870000.0
811	1	1	900500.0
812	0	2	1870000.0
813	0	1	-711000.0
814	2	2	1425000.0
815	0	2	1870000.0
816	2	2	1425000.0
817	0	0	2726000.0
818	0	2	1870000.0
819	2	2	1425000.0
820	2	0	210000.0
821	0	0	2726000.0
822	2	2	1425000.0
823	1	0	2357000.0
824	0	1	-711000.0
825	0	2	1870000.0
826	0	1	-711000.0
827	1	1	900500.0
828	0	1	-711000.0
829	1	0	2357000.0
830	0	0	2726000.0
831	2	0	210000.0
832	2	2	1425000.0
833	2	1	766000.0
834	1	1	900500.0
835	0	0	2726000.0
836	0	1	-711000.0
837	1	1	900500.0
838	1	0	2357000.0
839	0	0	2726000.0
840	0	1	-711000.0
841	1	2	1694500.0
842	2	0	210000.0
843	2	2	1425000.0
844	0	0	2726000.0
845	1	0	2357000.0
846	1	0	2357000.0
847	1	2	1694500.0
848	0	0	2726000.0
849	0	1	-711000.0
850	0	2	1870000.0
851	0	0	2726000.0
852	1	0	2357000.0
853	2	1	766000.0
854	1	0	2357000.0
855	2	1	766000.0
856	0	0	2726000.0
857	1	2	1694500.0
858	2	2	1425000.0
859	2	1	766000.0
860	1	0	2357000.0
861	2	2	1425000.0
862	1	0	2357000.0
863	1	2	1694500.0
864	1	1	900500.0
865	2	0	210000.0
866	1	1	900500.0
867	2	0	210000.0
868	0	0	2726000.0
869	0	0	2726000.0
870	2	0	210000.0
871	2	2	1425000.0
872	0	0	2726000.0
873	2	1	766000.0
874	2	0	210000.0
875	1	0	2357000.0
876	2	2	1425000.0
877	1	0	2357000.0
878	1	0	2357000.0
879	0	2	1870000.0
880	1	0	2357000.0
881	0	1	-711000.0
882	0	1	-711000.0
883	0	0	2726000.0
884	2	0	210000.0
885	0	0	2726000.0
886	0	0	2726000.0
887	0	2	1870000.0
888	2	2	1425000.0
889	1	1	900500.0
890	2	2	1425000.0
891	1	2	1694500.0
892	0	1	-711000.0
893	1	0	2357000.0
894	0	0	2726000.0
895	2	2	1425000.0
896	0	0	2726000.0
897	2	0	210000.0
898	1	1	900500.0
899	2	0	210000.0
900	2	2	1425000.0
901	0	2	1870000.0
902	0	1	-711000.0
903	0	0	2726000.0
904	0	1	-711000.0
905	2	0	210000.0
906	1	1	900500.0
907	1	0	2357000.0
908	0	2	1870000.0
909	0	1	-711000.0
910	1	0	2357000.0
911	0	0	2726000.0
912	2	2	1425000.0
913	0	0	2726000.0
914	0	1	-711000.0
915	1	0	2357000.0
916	1	1	900500.0
917	1	2	1694500.0
918	2	2	1425000.0
919	1	2	1694500.0
920	1	2	1694500.0
921	0	1	-711000.0
922	1	2	1694500.0
923	1	0	2357000.0
924	2	2	1425000.0
925	0	0	2726000.0
926	2	2	1425000.0
927	1	1	900500.0
928	2	0	210000.0
929	1	2	1694500.0
930	1	2	1694500.0
931	2	1	766000.0
932	2	2	1425000.0
933	2	2	1425000.0
934	0	1	-711000.0
935	1	0	2357000.0
936	1	1	900500.0
937	1	0	2357000.0
938	1	2	1694500.0
939	1	0	2357000.0
940	2	0	210000.0
941	0	2	1870000.0
942	2	0	210000.0
943	0	0	2726000.0
944	0	0	2726000.0
945	2	2	1425000.0
946	1	2	1694500.0
947	2	0	210000.0
948	1	2	1694500.0
949	0	1	-711000.0
950	2	2	1425000.0
951	0	1	-711000.0
952	1	0	2357000.0
953	2	0	210000.0
954	2	0	210000.0
955	1	2	1694500.0
956	1	0	2357000.0
957	2	0	210000.0
958	2	2	1425000.0
959	0	1	-711000.0
960	2	1	766000.0
961	1	1	900500.0
962	1	2	1694500.0
963	0	2	1870000.0
964	2	1	766000.0
965	1	0	2357000.0
966	2	1	766000.0
967	2	0	210000.0
968	2	0	210000.0
969	1	0	2357000.0
970	2	1	766000.0
971	2	2	1425000.0
972	0	0	2726000.0
973	2	1	766000.0
974	2	1	766000.0
975	2	0	210000.0
976	1	0	2357000.0
977	0	2	1870000.0
978	0	0	2726000.0
979	0	0	2726000.0
980	2	2	1425000.0
981	1	0	2357000.0
982	0	2	1870000.0
983	1	1	900500.0
984	0	2	1870000.0
985	0	0	2726000.0
986	0	2	1870000.0
987	2	0	210000.0
988	2	0	210000.0
989	2	2	1425000.0
990	1	1	900500.0
991	2	2	1425000.0
992	0	0	2726000.0
993	2	0	210000.0
994	0	2	1870000.0
995	0	0	2726000.0
996	2	1	766000.0
997	0	2	1870000.0
998	1	2	1694500.0
999	2	2	1425000.0
1000	1	0	2357000.0
1001	0	0	2726000.0
1002	0	1	-711000.0
1003	2	0	210000.0
1004	0	1	-711000.0
1005	2	2	1425000.0
1006	0	1	-711000.0
1007	2	2	1425000.0
1008	1	1	900500.0
1009	2	1	766000.0
1010	0	1	-711000.0
1011	1	1	900500.0
1012	2	0	210000.0
1013	1	1	900500.0
1014	2	1	766000.0
1015	0	2	1870000.0
1016	2	0	210000.0
1017	1	2	1694500.0
1018	1	2	1694500.0
1019	2	0	210000.0
1020	0	0	2726000.0
1021	2	0	210000.0
1022	0	0	2726000.0
1023	0	0	2726000.0
1024	1	0	2357000.0
1025	1	1	900500.0
1026	0	2	1870000.0
1027	0	1	-711000.0
1028	1	1	900500.0
1029	1	2	1694500.0
1030	2	2	1425000.0
1031	1	1	900500.0
1032	2	0	210000.0
1033	1	1	900500.0
1034	2	1	766000.0
1035	2	2	1425000.0
1036	0	2	1870000.0
1037	0	2	1870000.0
1038	0	0	2726000.0
1039	1	1	900500.0
1040	2	2	1425000.0
1041	1	0	2357000.0
1042	0	0	2726000.0
1043	2	1	766000.0
1044	0	1	-711000.0
1045	2	2	1425000.0
1046	2	1	766000.0
1047	1	0	2357000.0
1048	1	1	900500.0
1049	1	0	2357000.0
1050	0	0	2726000.0
1051	2	1	766000.0
1052	1	1	900500.0
1053	2	0	210000.0
1054	0	0	2726000.0
1055	2	0	210000.0
1056	1	0	2357000.0
1057	0	0	2726000.0
1058	0	1	-711000.0
1059	0	1	-711000.0
1060	0	0	2726000.0
1061	1	0	2357000.0
1062	0	2	1870000.0
1063	0	1	-711000.0
1064	2	2	1425000.0
1065	2	1	766000.0
1066	0	0	2726000.0
1067	0	2	1870000.0
1068	0	2	1870000.0
1069	2	2	1425000.0
1070	1	2	1694500.0
1071	1	1	900500.0
1072	1	0	2357000.0
1073	1	0	2357000.0
1074	1	1	900500.0
1075	2	0	210000.0
1076	0	2	1870000.0
1077	0	1	-711000.0
1078	0	1	-711000.0
1079	0	0	2726000.0
1080	1	0	2357000.0
1081	2	2	1425000.0
1082	1	1	900500.0
1083	2	2	1425000.0
1084	2	2	1425000.0
1085	0	0	2726000.0
1086	2	2	1425000.0
1087	0	1	-711000.0
1088	2	0	210000.0
1089	0	1	-711000.0
1090	1	2	1694500.0
1091	0	0	2726000.0
1092	2	0	210000.0
1093	0	2	1870000.0
1094	2	0	210000.0
1095	1	0	2357000.0
1096	0	0	2726000.0
1097	1	2	1694500.0
1098	1	0	2357000.0
1099	1	2	1694500.0
1100	1	0	2357000.0
1101	0	1	-711000.0
1102	0	0	2726000.0
1103	1	1	900500.0
1104	1	1	900500.0
1105	0	1	-711000.0
1106	1	0	2357000.0
1107	2	1	766000.0
1108	1	0	2357000.0
1109	1	2	1694500.0
1110	1	1	900500.0
1111	1	0	2357000.0
1112	2	2	1425000.0
1113	2	2	1425000.0
1114	0	0	2726000.0
1115	1	2	1694500.0
1116	2	1	766000.0
1117	1	1	900500.0
1118	2	1	766000.0
1119	1	2	1694500.0
1120	1	0	2357000.0
1121	1	0	2357000.0
1122	0	2	1870000.0
1123	0	0	2726000.0
1124	0	1	-711000.0
1125	2	2	1425000.0
1126	0	0	2726000.0
1127	1	0	2357000.0
1128	2	1	766000.0
1129	2	2	1425000.0
1130	1	0	2357000.0
1131	2	1	766000.0
1132	1	1	900500.0
1133	2	0	210000.0
1134	1	1	900500.0
1135	1	0	2357000.0
1136	0	1	-711000.0
1137	2	1	766000.0
1138	0	0	2726000.0
1139	0	2	1870000.0
1140	2	2	1425000.0
1141	2	1	766000.0
1142	2	0	210000.0
1143	0	1	-711000.0
1144	1	2	1694500.0
1145	0	1	-711000.0
1146	1	1	900500.0
1147	1	0	2357000.0
1148	0	1	-711000.0
1149	2	1	766000.0
1150	1	1	900500.0
1151	0	0	2726000.0
1152	1	0	2357000.0
1153	2	1	766000.0
1154	0	0	2726000.0
1155	0	1	-711000.0
1156	2	0	210000.0
1157	1	0	2357000.0
1158	0	2	1870000.0
1159	2	2	1425000.0
1160	1	1	900500.0
1161	0	0	2726000.0
1162	0	2	1870000.0
1163	0	0	2726000.0
1164	2	0	210000.0
1165	0	0	2726000.0
1166	2	0	210000.0
1167	0	0	2726000.0
1168	0	2	1870000.0
1169	1	1	900500.0
1170	2	1	766000.0
1171	1	1	900500.0
1172	0	1	-711000.0
1173	0	2	1870000.0
1174	0	1	-711000.0
1175	0	1	-711000.0
1176	2	0	210000.0
1177	1	2	1694500.0
1178	1	2	1694500.0
1179	0	2	1870000.0
1180	1	2	1694500.0
1181	0	2	1870000.0
